Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  240200/240200      std::__detail::_Hash_node<unsigned long long, false>* std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::operator()<unsigned long long const&>(unsigned long long const&) const [37]
                0.00    0.00  240200/241200      std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true>::_S_get(std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true>&) [75]
                0.00    0.00  240200/241200      std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract() [74]
                0.00    0.00  240200/981000      unsigned long long const& std::__detail::_Identity::operator()<unsigned long long const&>(unsigned long long const&) const [53]
                0.00    0.00  240200/1226100     std::hash<unsigned long long>::operator()(unsigned long long) const [47]
                0.00    0.00  240200/485300      std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(unsigned long long const&) const [61]
                0.00    0.00  240200/1227100     std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [45]
                0.00    0.00  240200/486300      std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long long const&, unsigned long, unsigned long) const [60]
                0.00    0.00  240200/486300      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(unsigned long long const&, unsigned long) const [59]
                0.00    0.00  240200/240200      std::pair<std::__decay_and_strip<std::__detail::_Node_iterator<unsigned long long, true, false> >::__type, std::__decay_and_strip<bool>::__type> std::make_pair<std::__detail::_Node_iterator<unsigned long long, true, false>, bool>(std::__detail::_Node_iterator<unsigned long long, true, false>&&, bool&&) [95]
-----------------------------------------------
                                                 <spontaneous>
[13]     0.3    0.03    0.00                 frame_dummy [13]
-----------------------------------------------
                0.00    0.00  121000/740800      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<unsigned long long, false>*) [35]
                0.00    0.01  165000/740800      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_find_before_node(unsigned long, unsigned long long const&, unsigned long) const [32]
                0.00    0.01  170800/740800      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::count(unsigned long long const&) const [16]
                0.00    0.01  284000/740800      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [28]
[14]     0.3    0.00    0.02  740800         std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<unsigned long long, false> const*, unsigned long) const [14]
                0.00    0.02  740800/740800      std::__detail::_Hash_node_value_base<unsigned long long>::_M_v() const [15]
                0.00    0.00  740800/2182000     unsigned long long const& std::forward<unsigned long long const&>(std::remove_reference<unsigned long long const&>::type&) [19]
                0.00    0.00  740800/1226100     std::__detail::_Hashtable_ebo_helper<1, std::hash<unsigned long long>, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<1, std::hash<unsigned long long>, true> const&) [49]
                0.00    0.00  740800/1226100     std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h1() const [48]
                0.00    0.00  740800/1227100     std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true> const&) [46]
                0.00    0.00  740800/1227100     std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h2() const [44]
                0.00    0.00  740800/1079700     std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true> const&) [51]
                0.00    0.00  740800/1079700     std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract() const [50]
                0.00    0.00  740800/1226100     std::hash<unsigned long long>::operator()(unsigned long long) const [47]
                0.00    0.00  740800/981000      unsigned long long const& std::__detail::_Identity::operator()<unsigned long long const&>(unsigned long long const&) const [53]
-----------------------------------------------
                0.00    0.02  740800/740800      std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<unsigned long long, false> const*, unsigned long) const [14]
[15]     0.2    0.00    0.02  740800         std::__detail::_Hash_node_value_base<unsigned long long>::_M_v() const [15]
                0.01    0.00  740800/740800      __gnu_cxx::__aligned_buffer<unsigned long long>::_M_addr() const [21]
                0.01    0.00  740800/740800      std::__detail::_Hash_node_value_base<unsigned long long>::_M_valptr() const [22]
                0.00    0.00  740800/740800      __gnu_cxx::__aligned_buffer<unsigned long long>::_M_ptr() const [58]
-----------------------------------------------
                0.00    0.02  245100/245100      solve() [2]
[16]     0.2    0.00    0.02  245100         std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::count(unsigned long long const&) const [16]
                0.01    0.00  245100/245100      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_begin(unsigned long) const [25]
                0.00    0.01  170800/740800      std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<unsigned long long, false> const*, unsigned long) const [14]
                0.00    0.00  173500/338900      std::__detail::_Equal_helper<unsigned long long, unsigned long long, std::__detail::_Identity, std::equal_to<unsigned long long>, unsigned long, false>::_S_equals(std::equal_to<unsigned long long> const&, std::__detail::_Identity const&, unsigned long long const&, unsigned long, std::__detail::_Hash_node<unsigned long long, false>*) [34]
                0.00    0.00  415900/1227100     std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [45]
                0.00    0.00  245100/1226100     std::hash<unsigned long long>::operator()(unsigned long long) const [47]
                0.00    0.00  245100/485300      std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(unsigned long long const&) const [61]
                0.00    0.00  245100/486300      std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long long const&, unsigned long, unsigned long) const [60]
                0.00    0.00  245100/486300      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(unsigned long long const&, unsigned long) const [59]
                0.00    0.00  220200/1076600     std::__detail::_Hash_node<unsigned long long, false>::_M_next() const [52]
                0.00    0.00  173500/338900      std::equal_to<unsigned long long>::operator()(unsigned long long const&, unsigned long long const&) const [72]
                0.00    0.00  173500/338900      std::__detail::_Hashtable_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_M_equals(unsigned long long const&, unsigned long, std::__detail::_Hash_node<unsigned long long, false>*) const [71]
                0.00    0.00  170800/456800      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(std::__detail::_Hash_node<unsigned long long, false>*) const [67]
-----------------------------------------------
                0.00    0.01  240200/240200      std::pair<std::__detail::_Node_iterator<unsigned long long, true, false>, bool> std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<unsigned long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > > >(unsigned long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > > const&, std::integral_constant<bool, true>) [12]
[17]     0.1    0.00    0.01  240200         std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<unsigned long long, false>*) [17]
                0.00    0.01    1000/1000        std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash(unsigned long, unsigned long const&) [29]
                0.00    0.00  240200/240200      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<unsigned long long, false>*) [35]
                0.00    0.00    1000/339900      std::__detail::_Hash_node_value_base<unsigned long long>::_M_v() [33]
                0.00    0.00  240200/240200      std::__detail::_Prime_rehash_policy::_M_state() const [82]
                0.00    0.00  240200/240200      std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_store_code(std::__detail::_Hash_node<unsigned long long, false>*, unsigned long) const [81]
                0.00    0.00  240200/240200      std::__detail::_Node_iterator_base<unsigned long long, false>::_Node_iterator_base(std::__detail::_Hash_node<unsigned long long, false>*) [92]
                0.00    0.00  240200/240200      std::__detail::_Node_iterator<unsigned long long, true, false>::_Node_iterator(std::__detail::_Hash_node<unsigned long long, false>*) [91]
                0.00    0.00    1000/241200      std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true>::_S_get(std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Identity, true>&) [75]
                0.00    0.00    1000/241200      std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract() [74]
                0.00    0.00    1000/339900      unsigned long long& std::forward<unsigned long long&>(std::remove_reference<unsigned long long&>::type&) [69]
                0.00    0.00    1000/339900      unsigned long long& std::__detail::_Identity::operator()<unsigned long long&>(unsigned long long&) const [68]
                0.00    0.00    1000/1227100     std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [45]
                0.00    0.00    1000/486300      std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long long const&, unsigned long, unsigned long) const [60]
                0.00    0.00    1000/486300      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_index(unsigned long long const&, unsigned long) const [59]
-----------------------------------------------
                0.00    0.01  240200/240200      std::pair<std::__detail::_Node_iterator<unsigned long long, true, false>, bool> std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<unsigned long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > > >(unsigned long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > > const&, std::integral_constant<bool, true>) [12]
[18]     0.1    0.00    0.01  240200         std::__detail::_Hash_node<unsigned long long, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_allocate_node<unsigned long long const&>(unsigned long long const&) [18]
                0.01    0.00  240200/480400      std::allocator<unsigned long long>::allocator<std::__detail::_Hash_node<unsigned long long, false> >(std::allocator<std::__detail::_Hash_node<unsigned long long, false> > const&) [23]
                0.00    0.00  240200/820300      __gnu_cxx::__aligned_buffer<unsigned long long>::_M_addr() [20]
                0.00    0.00  240200/2182000     unsigned long long const& std::forward<unsigned long long const&>(std::remove_reference<unsigned long long const&>::type&) [19]
                0.00    0.00  240200/240200      void __gnu_cxx::new_allocator<unsigned long long>::construct<unsigned long long, unsigned long long const&>(unsigned long long*, unsigned long long const&) [36]
                0.00    0.00  240200/240200      void std::allocator_traits<std::allocator<unsigned long long> >::construct<unsigned long long, unsigned long long const&>(std::allocator<unsigned long long>&, unsigned long long*, unsigned long long const&) [38]
                0.00    0.00  480400/962800      std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<unsigned long long, false> >, true>::_S_get(std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<unsigned long long, false> >, true>&) [55]
                0.00    0.00  480400/962800      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_node_allocator() [54]
                0.00    0.00  240200/480400      std::__detail::_Hash_node<unsigned long long, false>* std::__addressof<std::__detail::_Hash_node<unsigned long long, false> >(std::__detail::_Hash_node<unsigned long long, false>&) [64]
                0.00    0.00  240200/240200      __gnu_cxx::new_allocator<std::__detail::_Hash_node<unsigned long long, false> >::allocate(unsigned long, void const*) [78]
                0.00    0.00  240200/240200      std::allocator_traits<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::allocate(std::allocator<std::__detail::_Hash_node<unsigned long long, false> >&, unsigned long) [86]
                0.00    0.00  240200/240300      std::__detail::_Hash_node_base::_Hash_node_base() [76]
                0.00    0.00  240200/240200      std::__detail::_Hash_node_value_base<unsigned long long>::_Hash_node_value_base() [93]
                0.00    0.00  240200/240200      std::__detail::_Hash_node<unsigned long long, false>::_Hash_node() [89]
                0.00    0.00  240200/480400      __gnu_cxx::new_allocator<unsigned long long>::new_allocator() [62]
                0.00    0.00  240200/820300      __gnu_cxx::__aligned_buffer<unsigned long long>::_M_ptr() [56]
                0.00    0.00  240200/820300      std::__detail::_Hash_node_value_base<unsigned long long>::_M_valptr() [57]
                0.00    0.00  240200/480400      __gnu_cxx::new_allocator<unsigned long long>::~new_allocator() [63]
-----------------------------------------------
                0.00    0.00  240200/2182000     std::__detail::_Hash_node<unsigned long long, false>* std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::operator()<unsigned long long const&>(unsigned long long const&) const [37]
                0.00    0.00  240200/2182000     std::__detail::_Hash_node<unsigned long long, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_allocate_node<unsigned long long const&>(unsigned long long const&) [18]
                0.00    0.00  240200/2182000     void std::allocator_traits<std::allocator<unsigned long long> >::construct<unsigned long long, unsigned long long const&>(std::allocator<unsigned long long>&, unsigned long long*, unsigned long long const&) [38]
                0.00    0.00  240200/2182000     void __gnu_cxx::new_allocator<unsigned long long>::construct<unsigned long long, unsigned long long const&>(unsigned long long*, unsigned long long const&) [36]
                0.00    0.00  480400/2182000     std::pair<std::__detail::_Node_iterator<unsigned long long, true, false>, bool> std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<unsigned long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > > >(unsigned long long const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > > const&, std::integral_constant<bool, true>) [12]
                0.00    0.00  740800/2182000     std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<unsigned long long, false> const*, unsigned long) const [14]
[19]     0.1    0.01    0.00 2182000         unsigned long long const& std::forward<unsigned long long const&>(std::remove_reference<unsigned long long const&>::type&) [19]
-----------------------------------------------
                0.00    0.00  240200/820300      std::__detail::_Hash_node<unsigned long long, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_allocate_node<unsigned long long const&>(unsigned long long const&) [18]
                0.00    0.00  240200/820300      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_node(std::__detail::_Hash_node<unsigned long long, false>*) [30]
                0.00    0.00  339900/820300      std::__detail::_Hash_node_value_base<unsigned long long>::_M_v() [33]
[20]     0.1    0.01    0.00  820300         __gnu_cxx::__aligned_buffer<unsigned long long>::_M_addr() [20]
-----------------------------------------------
                0.01    0.00  740800/740800      std::__detail::_Hash_node_value_base<unsigned long long>::_M_v() const [15]
[21]     0.1    0.01    0.00  740800         __gnu_cxx::__aligned_buffer<unsigned long long>::_M_addr() const [21]
-----------------------------------------------
                0.01    0.00  740800/740800      std::__detail::_Hash_node_value_base<unsigned long long>::_M_v() const [15]
[22]     0.1    0.01    0.00  740800         std::__detail::_Hash_node_value_base<unsigned long long>::_M_valptr() const [22]
-----------------------------------------------
                0.01    0.00  240200/480400      std::__detail::_Hash_node<unsigned long long, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_allocate_node<unsigned long long const&>(unsigned long long const&) [18]
                0.01    0.00  240200/480400      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_node(std::__detail::_Hash_node<unsigned long long, false>*) [30]
[23]     0.1    0.01    0.00  480400         std::allocator<unsigned long long>::allocator<std::__detail::_Hash_node<unsigned long long, false> >(std::allocator<std::__detail::_Hash_node<unsigned long long, false> > const&) [23]
-----------------------------------------------
                0.01    0.00  245100/245100      solve() [2]
[24]     0.1    0.01    0.00  245100         H(int, unsigned char const*) [24]
-----------------------------------------------
                0.01    0.00  245100/245100      std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::count(unsigned long long const&) const [16]
[25]     0.1    0.01    0.00  245100         std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_bucket_begin(unsigned long) const [25]
-----------------------------------------------
                0.01    0.00  245100/245100      solve() [2]
[26]     0.1    0.01    0.00  245100         std::unordered_set<unsigned long long, std::hash<unsigned long long>, std::equal_to<unsigned long long>, std::allocator<unsigned long long> >::count(unsigned long long const&) const [26]
-----------------------------------------------
                0.01    0.00  240200/240200      std::__detail::_Insert_base<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::insert(unsigned long long const&) [11]
[27]     0.1    0.01    0.00  240200         std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_AllocNode(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >&) [27]
-----------------------------------------------
                0.00    0.01    1000/1000        std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash(unsigned long, unsigned long const&) [29]
[28]     0.1    0.00    0.01    1000         std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [28]
                0.00    0.01  284000/740800      std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<unsigned long long, false> const*, unsigned long) const [14]
                0.00    0.00  284000/1076600     std::__detail::_Hash_node<unsigned long long, false>::_M_next() const [52]
                0.00    0.00  284000/1227100     std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [45]
                0.00    0.00    1000/1000        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_allocate_buckets(unsigned long) [113]
                0.00    0.00    1000/1000        std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_allocate_buckets(unsigned long) [109]
                0.00    0.00    1000/1100        std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_begin() const [103]
                0.00    0.00    1000/1100        std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [104]
                0.00    0.00    1000/1100        std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_buckets() [105]
                0.00    0.00     900/1000        std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [114]
-----------------------------------------------
                0.00    0.01    1000/1000        std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<unsigned long long, false>*) [17]
[29]     0.1    0.00    0.01    1000         std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash(unsigned long, unsigned long const&) [29]
                0.00    0.01    1000/1000        std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [28]
-----------------------------------------------
